СКЛАД;СКЛАД;;"Межсетевой экран";"cisco ASA 5505";130012556;JMX1516Z0CG;303130012556;Хранение;
СКЛАД;СКЛАД;;"Web камера";Logitech;;;30*2*01360;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7600";125647;HUB638193B;30*1*00824;Списание;
СКЛАД;СКЛАД;;"Web камера";Logitech;;;30*2*01713;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7600";119235;HUB6320HSV;30*1*00475;Списание;
СКЛАД;СКЛАД;;Монитор;"HP L1706";141402;R6EQ6B0035722;30*1*01019;Списание;
СКЛАД;СКЛАД;;"Web камера";Logitech;;;30*2*01088;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7600";124361;CZC64126F9;30*1*00794;Списание;
СКЛАД;СКЛАД;;Монитор;"HP LE1711";130016208;3CQ117B6CQ;303130016208;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021917;0511HLPB902829;303130021917;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021921;0511HLPB900314;303130021921;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021920;0511HLPB902827;303130021920;Хранение;
СКЛАД;СКЛАД;;Маршрутизатор;"cisco 2800";130004535;FCZ121072W2;303130004535;Хранение;
СКЛАД;СКЛАД;;Коммутатор;"Cisco 2960";130018515;FCQ1524Z2P7;303130018515;Хранение;
СКЛАД;СКЛАД;;"Межсетевой экран";"cisco ASA 5505";;ALD152402UX;;Хранение;
СКЛАД;СКЛАД;;Ноутбук;"HP 630";130022923;5CB13800V0;303130022923;Хранение;
СКЛАД;СКЛАД;;Ноутбук;"HP 630";130022925;5CB13800WX;303130022925;Хранение;
СКЛАД;СКЛАД;;Ноутбук;"Sony VPC";130014049;5006043;303130014049;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP L1710";130009948;3CQ82827Q0;303130009948;Ремонт;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7600";125645;HUB638190K;30*1*00822;Списание;
СКЛАД;СКЛАД;;Ноутбук;"HP 4520";130014475;2CE1170C3Q;303130014475;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7600";124363;CZC64126MJ;30*1*00796;Списание;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7700";130011095;CZC7483V40;303130011095;Списание;
СКЛАД;СКЛАД;;Монитор;"HP LE1711";130016234;3CQ117B5PB;303130016234;Хранение;
СКЛАД;СКЛАД;;Нетбук;HP3100;130012338;CNC0492TBK;303130012338;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP L1706";123256;CNN6281K7B;30*1*00741;Списание;
СКЛАД;СКЛАД;;"Системный блок";"HP 4000";130016454;RUA12901C3;303130016454;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP L1706";109032;CNT53424GL;30*1*00131;Списание;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7700";166209;CZC8292X6R;30300166209;Списание;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7700";166193;CZC829175Z;30300166193;Списание;
СКЛАД;СКЛАД;;Монитор;"HP L1702";006214;CNT4130K5X;30*1*00280;Списание;
СКЛАД;СКЛАД;;Монитор;"HP L1706";124467;CNN6281K7Q;30*1*00807;Списание;
СКЛАД;СКЛАД;;Монитор;"HP L1706";123249;CNN6281KC3;30*1*00734;Списание;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7700";166206;CZC829177G;30300166206;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7700";159816;CZC73541LM;30*1*01326;Списание;
СКЛАД;СКЛАД;;Принтер;"HP LJ 4300 ";005628;CNHY512740;30*1*00086;Списание;
СКЛАД;СКЛАД;;Ноутбук;"HP 4320s i3-370m";130012197;CNF0415989;303130012197;Хранение;
СКЛАД;СКЛАД;;Ноутбук;"hp 6720s Ce1531";166286;CNU7462NZJ;30*1*01581;Хранение;
СКЛАД;СКЛАД;;Ноутбук;"HP 4320s i3-370m";130012198;CNF041597R;303130012198;Ремонт;
СКЛАД;СКЛАД;;МФУ;"Ricoh MP201";140010436;;304140010436;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP LE1711";130016215;3CQ116B69N;303130016215;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7600";135851;CZC6514778;30*1*00921;Списание;
СКЛАД;СКЛАД;;Ноутбук;"Lenovo ThinkPad ";130027420;"LR-4DW4X ";303130027420;Хранение;
СКЛАД;СКЛАД;;МФУ;"Ricoh MP201";140007010;W3018702433;304140007010;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP L1710";130009938;3CQ82827PR;303130009938;Хранение;
СКЛАД;СКЛАД;;МФУ;"Ricoh 1515";111062;K2159004748;30*1*00384;Списание;
СКЛАД;СКЛАД;;Нетбук;HP3100;130012341;CNC0492T6X;303130012341;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP L1706";109033;CNK53605MP;30*1*00395;Списание;
СКЛАД;СКЛАД;;Нетбук;HP3100;130012334;CNC0492T0P;303130012334;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP 4000";130016463;RUA12901VH;303130016463;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP L1706";159200;CNT73100LK;30*1*01350;Списание;
СКЛАД;СКЛАД;;Монитор;"HP L1710";130010829;CNW823NNW3;303130010829;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP dc7700";130010415;CZC7483V4P;3031300010415;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP L1706";119289;CNT61000JX;30*1*00493;Списание;
СКЛАД;СКЛАД;;Монитор;"HP L1706";123277;CNT62510MP;30*1*00762;Списание;
СКЛАД;СКЛАД;;Монитор;"HP L1706";123274;CNN6281K78;30*1*00759;Списание;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130025558;0511HLPBA06961H;303130025558;Хранение;
СКЛАД;СКЛАД;;МФУ;"Ricoh MP201";140013697;W3019510065;304140013697;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130025559;0511HLPBA07012M;303130025559;Хранение;
СКЛАД;СКЛАД;;МФУ;"Samsung SCX 4623";140013330;Z2U1BFDB900144E;304140013330;Хранение;
СКЛАД;СКЛАД;;МФУ;"Samsung SCX 4623";140013333;Z2U1BADB900006X;304140013333;Хранение;
СКЛАД;СКЛАД;;Монитор;"HP LE1711";130016225;3CQ116B6MV;303130016225;Хранение;
СКЛАД;СКЛАД;;МФУ;"Ricoh MP201";140013708;;304140013708;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130023412;0511HLNB801291;303130023412;Хранение;
СКЛАД;СКЛАД;;МФУ;"Ricoh MP201";140013707;W3019507157;304140013707;Хранение;
СКЛАД;СКЛАД;;"Системный блок";"HP 4000";130024010;RUA137060C;303130024010;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130023411;0511HLNB801267;303130023411;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021557;0511HLNB901682;303130022557;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130025764;0511HLPBA05980;303130025764;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130025770;0511HLPBA0486;303130025770;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130025771;0511HLPBA06050;303130025771;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130025772;0511HLPBA07116;303130025772;Хранение;
СКЛАД;СКЛАД;;МФУ;"Ricoh MP201";140014341;W3019400195;304140014341;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021558;0511HLPB901582;303130021558;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021561;0511HLPB901484;303130021561;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021556;0155HLNB803083;303130021556;Хранение;
СКЛАД;СКЛАД;;Монитор;"Samsung E 1720";130021560;0155HLNB803358;303130021560;Хранение;
СКЛАД;СКЛАД;;МФУ;"Samsung SCX 4623";140013083;Z2U1BADB900148;304140013083;Хранение;
